Time, z_position, z_position_rk_tendency, y_position, y_position_rk_tendency, x_position, x_position_rk_tendency, volume, qr, nr, vterm, prevp, nrevp
  257.50,      2523.6782052563,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009759240,      7661.6487980928,         2.3499100675,        -0.0000000625,       -60.3867413921
  257.60,      2523.4431677453,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009759177,      7655.6149190269,         2.3503750754,        -0.0000000625,       -60.3387897591
  257.70,      2523.2080837229,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009759115,      7649.5858312816,         2.3508401888,        -0.0000000625,       -60.2908765547
  257.80,      2522.9729531786,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009759052,      7643.5615310171,         2.3513054078,        -0.0000000625,       -60.2430017475
  257.90,      2522.7377761019,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009758990,      7637.5420143968,         2.3517707324,        -0.0000000625,       -60.1951653063
  258.00,      2522.5025524821,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009758927,      7631.5272775872,         2.3522361627,        -0.0000000625,       -60.1473672000
  258.10,      2522.2672823088,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009758865,      7625.5173167579,         2.3527016986,        -0.0000000625,       -60.0996073973
  258.20,      2522.0319655712,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009758802,      7619.5121280817,         2.3531673403,        -0.0000000625,       -60.0518858671
  258.30,      2521.7966022589,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009758740,      7613.5117077345,         2.3536330877,        -0.0000000625,       -60.0042025783
  258.40,      2521.5611923613,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009758677,      7607.5160518951,         2.3540989409,        -0.0000000625,       -59.9565574997
  258.50,      2521.3257358679,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009758615,      7601.5251567458,         2.3545648998,        -0.0000000625,       -59.9089506004
  258.60,      2521.0902327679,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009758552,      7595.5390184717,         2.3550309646,        -0.0000000625,       -59.8613818492
  258.70,      2520.8546830508,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009758490,      7589.5576332611,         2.3554971353,        -0.0000000625,       -59.8138512152
  258.80,      2520.6190867061,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009758427,      7583.5809973053,         2.3559634118,        -0.0000000625,       -59.7663586673
  258.90,      2520.3834437232,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009758365,      7577.6091067988,         2.3564297942,        -0.0000000625,       -59.7189041746
  259.00,      2520.1477540914,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009758302,      7571.6419579393,         2.3568962826,        -0.0000000625,       -59.6714877061
  259.10,      2519.9120178002,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009758240,      7565.6795469274,         2.3573628769,        -0.0000000625,       -59.6241092309
  259.20,      2519.6762348390,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009758177,      7559.7218699668,         2.3578295772,        -0.0000000625,       -59.5767687182
  259.30,      2519.4404051971,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009758115,      7553.7689232644,         2.3582963836,        -0.0000000625,       -59.5294661370
  259.40,      2519.2045288640,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009758052,      7547.8207030301,         2.3587632960,        -0.0000000625,       -59.4822014566
  259.50,      2518.9686058291,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009757989,      7541.8772054769,         2.3592303144,        -0.0000000625,       -59.4349746461
  259.60,      2518.7326360816,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009757927,      7535.9384268209,         2.3596974390,        -0.0000000625,       -59.3877856747
  259.70,      2518.4966196112,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009757864,      7530.0043632813,         2.3601646697,        -0.0000000625,       -59.3406345117
  259.80,      2518.2605564070,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009757802,      7524.0750110804,         2.3606320066,        -0.0000000625,       -59.2935211263
  259.90,      2518.0244464585,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009757739,      7518.1503664433,         2.3610994496,        -0.0000000625,       -59.2464454878
  260.00,      2517.7882897551,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009757677,      7512.2304255985,         2.3615669989,        -0.0000000625,       -59.1994075656
  260.10,      2517.5520862861,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009757614,      7506.3151847775,         2.3620346544,        -0.0000000625,       -59.1524073289
  260.20,      2517.3158360410,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009757552,      7500.4046402147,         2.3625024162,        -0.0000000625,       -59.1054447472
  260.30,      2517.0795390091,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009757489,      7494.4987881477,         2.3629702843,        -0.0000000625,       -59.0585197899
  260.40,      2516.8431951797,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009757427,      7488.5976248171,         2.3634382587,        -0.0000000625,       -59.0116324263
  260.50,      2516.6068045422,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009757364,      7482.7011464667,         2.3639063394,        -0.0000000625,       -58.9647826259
  260.60,      2516.3703670860,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009757302,      7476.8093493431,         2.3643745266,        -0.0000000625,       -58.9179703582
  260.70,      2516.1338828005,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009757239,      7470.9222296961,         2.3648428202,        -0.0000000625,       -58.8711955927
  260.80,      2515.8973516749,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009757177,      7465.0397837785,         2.3653112202,        -0.0000000625,       -58.8244582988
  260.90,      2515.6607736987,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009757114,      7459.1620078463,         2.3657797267,        -0.0000000625,       -58.7777584463
  261.00,      2515.4241488612,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009757052,      7453.2888981584,         2.3662483397,        -0.0000000625,       -58.7310960045
  261.10,      2515.1874771518,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009756989,      7447.4204509766,         2.3667170592,        -0.0000000625,       -58.6844709431
  261.20,      2514.9507585598,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009756927,      7441.5566625660,         2.3671858852,        -0.0000000625,       -58.6378832318
  261.30,      2514.7139930744,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009756864,      7435.6975291947,         2.3676548179,        -0.0000000625,       -58.5913328402
  261.40,      2514.4771806852,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009756802,      7429.8430471337,         2.3681238572,        -0.0000000625,       -58.5448197379
  261.50,      2514.2403213814,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009756739,      7423.9932126570,         2.3685930031,        -0.0000000625,       -58.4983438947
  261.60,      2514.0034151523,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009756677,      7418.1480220419,         2.3690622556,        -0.0000000625,       -58.4519052803
  261.70,      2513.7664619872,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009756614,      7412.3074715684,         2.3695316149,        -0.0000000625,       -58.4055038644
  261.80,      2513.5294618756,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009756552,      7406.4715575198,         2.3700010809,        -0.0000000625,       -58.3591396168
  261.90,      2513.2924148067,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009756489,      7400.6402761822,         2.3704706536,        -0.0000000625,       -58.3128125073
  262.00,      2513.0553207699,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009756426,      7394.8136238448,         2.3709403332,        -0.0000000625,       -58.2665225058
  262.10,      2512.8181797544,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009756364,      7388.9915967998,         2.3714101195,        -0.0000000625,       -58.2202695821
  262.20,      2512.5809917496,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009756301,      7383.1741913425,         2.3718800127,        -0.0000000625,       -58.1740537061
  262.30,      2512.3437567448,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009756239,      7377.3614037711,         2.3723500127,        -0.0000000625,       -58.1278748476
  262.40,      2512.1064747293,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009756176,      7371.5532303869,         2.3728201196,        -0.0000000625,       -58.0817329766
  262.50,      2511.8691456924,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009756114,      7365.7496674941,         2.3732903335,        -0.0000000625,       -58.0356280631
  262.60,      2511.6317696234,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009756051,      7359.9507114000,         2.3737606543,        -0.0000000625,       -57.9895600770
  262.70,      2511.3943465117,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009755989,      7354.1563584149,         2.3742310821,        -0.0000000625,       -57.9435289883
  262.80,      2511.1568763465,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009755926,      7348.3666048519,         2.3747016168,        -0.0000000625,       -57.8975347671
  262.90,      2510.9193591171,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009755864,      7342.5814470273,         2.3751722587,        -0.0000000625,       -57.8515773834
  263.00,      2510.6817948128,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009755801,      7336.8008812605,         2.3756430075,        -0.0000000625,       -57.8056568073
  263.10,      2510.4441834229,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009755739,      7331.0249038735,         2.3761138635,        -0.0000000625,       -57.7597730089
  263.20,      2510.2065249367,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009755676,      7325.2535111917,         2.3765848266,        -0.0000000625,       -57.7139259583
  263.30,      2509.9688193435,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009755614,      7319.4866995432,         2.3770558968,        -0.0000000625,       -57.6681156257
  263.40,      2509.7310666325,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009755551,      7313.7244652592,         2.3775270743,        -0.0000000625,       -57.6223419813
  263.50,      2509.4932667931,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009755489,      7307.9668046739,         2.3779983589,        -0.0000000625,       -57.5766049952
  263.60,      2509.2554198144,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009755426,      7302.2137141244,         2.3784697507,        -0.0000000625,       -57.5309046377
  263.70,      2509.0175256859,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009755364,      7296.4651899508,         2.3789412498,        -0.0000000625,       -57.4852408790
  263.80,      2508.7795843967,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009755301,      7290.7212284963,         2.3794128562,        -0.0000000625,       -57.4396136895
  263.90,      2508.5415959362,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009755239,      7284.9818261068,         2.3798845699,        -0.0000000625,       -57.3940230393
  264.00,      2508.3035602936,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009755176,      7279.2469791315,         2.3803563910,        -0.0000000625,       -57.3484688990
  264.10,      2508.0654774581,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009755114,      7273.5166839222,         2.3808283194,        -0.0000000625,       -57.3029512387
  264.20,      2507.8273474190,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009755051,      7267.7909368340,         2.3813003553,        -0.0000000625,       -57.2574700289
  264.30,      2507.5891701656,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009754989,      7262.0697342248,         2.3817724985,        -0.0000000625,       -57.2120252399
  264.40,      2507.3509456871,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009754926,      7256.3530724554,         2.3822447493,        -0.0000000625,       -57.1666168423
  264.50,      2507.1126739728,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009754864,      7250.6409478896,         2.3827171075,        -0.0000000625,       -57.1212448065
  264.60,      2506.8743550119,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009754801,      7244.9333568943,         2.3831895732,        -0.0000000625,       -57.0759091028
  264.70,      2506.6359887937,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009754739,      7239.2302958391,         2.3836621464,        -0.0000000625,       -57.0306097019
  264.80,      2506.3975753075,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009754676,      7233.5317610967,         2.3841348273,        -0.0000000625,       -56.9853465743
  264.90,      2506.1591145423,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009754614,      7227.8377490428,         2.3846076157,        -0.0000000625,       -56.9401196904
  265.00,      2505.9206064876,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009754551,      7222.1482560560,         2.3850805118,        -0.0000000625,       -56.8949290210
  265.10,      2505.6820511325,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009754489,      7216.4632785176,         2.3855535155,        -0.0000000625,       -56.8497745365
  265.20,      2505.4434484663,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009754426,      7210.7828128122,         2.3860266269,        -0.0000000625,       -56.8046562077
  265.30,      2505.2047984781,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009754364,      7205.1068553271,         2.3864998460,        -0.0000000625,       -56.7595740051
  265.40,      2504.9661011573,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009754301,      7199.4354024527,         2.3869731728,        -0.0000000625,       -56.7145278994
  265.50,      2504.7273564930,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009754239,      7193.7684505821,         2.3874466074,        -0.0000000625,       -56.6695178613
  265.60,      2504.4885644744,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009754176,      7188.1059961115,         2.3879201499,        -0.0000000625,       -56.6245438616
  265.70,      2504.2497250909,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009754114,      7182.4480354401,         2.3883938001,        -0.0000000625,       -56.5796058710
  265.80,      2504.0108383315,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009754051,      7176.7945649699,         2.3888675582,        -0.0000000625,       -56.5347038603
  265.90,      2503.7719041855,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009753989,      7171.1455811057,         2.3893414241,        -0.0000000625,       -56.4898378002
  266.00,      2503.5329226421,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009753926,      7165.5010802554,         2.3898153980,        -0.0000000625,       -56.4450076616
  266.10,      2503.2938936906,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009753864,      7159.8610588298,         2.3902894798,        -0.0000000625,       -56.4002134153
  266.20,      2503.0548173201,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009753801,      7154.2255132426,         2.3907636696,        -0.0000000625,       -56.3554550322
  266.30,      2502.8156935198,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009753739,      7148.5944399104,         2.3912379674,        -0.0000000625,       -56.3107324832
  266.40,      2502.5765222789,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009753676,      7142.9678352526,         2.3917123732,        -0.0000000625,       -56.2660457391
  266.50,      2502.3373035866,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009753614,      7137.3456956918,         2.3921868870,        -0.0000000625,       -56.2213947711
  266.60,      2502.0980374322,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009753551,      7131.7280176531,         2.3926615089,        -0.0000000625,       -56.1767795499
  266.70,      2501.8587238047,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009753489,      7126.1147975648,         2.3931362390,        -0.0000000625,       -56.1322000466
  266.80,      2501.6193626934,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009753426,      7120.5060318579,         2.3936110771,        -0.0000000625,       -56.0876562323
  266.90,      2501.3799540875,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009753364,      7114.9017169667,         2.3940860235,        -0.0000000625,       -56.0431480779
  267.00,      2501.1404979761,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009753301,      7109.3018493278,         2.3945610780,        -0.0000000625,       -55.9986755545
  267.10,      2500.9009943485,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009753238,      7103.7064253811,         2.3950362407,        -0.0000000625,       -55.9542386332
  267.20,      2500.6614431938,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009753176,      7098.1154415692,         2.3955115117,        -0.0000000625,       -55.9098372851
  267.30,      2500.4218445011,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009753113,      7092.5288943379,         2.3959868909,        -0.0000000625,       -55.8654714813
  267.40,      2500.1821982597,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009753051,      7086.9467801354,         2.3964623785,        -0.0000000625,       -55.8211411931
  267.50,      2499.9425044587,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009752988,      7081.3690954131,         2.3969379744,        -0.0000000625,       -55.7768463915
  267.60,      2499.7027630872,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009752926,      7075.7958366253,         2.3974136787,        -0.0000000625,       -55.7325870479
  267.70,      2499.4629741345,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009752863,      7070.2270002290,         2.3978894913,        -0.0000000625,       -55.6883631333
  267.80,      2499.2231375897,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009752801,      7064.6625826841,         2.3983654123,        -0.0000000625,       -55.6441746191
  267.90,      2498.9832534420,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009752738,      7059.1025804536,         2.3988414419,        -0.0000000625,       -55.6000214766
  268.00,      2498.7433216804,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009752676,      7053.5469900031,         2.3993175798,        -0.0000000625,       -55.5559036771
  268.10,      2498.5033422942,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009752613,      7047.9958078012,         2.3997938263,        -0.0000000625,       -55.5118211918
  268.20,      2498.2633152725,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009752551,      7042.4490303194,         2.4002701813,        -0.0000000625,       -55.4677739922
  268.30,      2498.0232406044,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009752488,      7036.9066540318,         2.4007466449,        -0.0000000625,       -55.4237620496
  268.40,      2497.7831182791,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009752426,      7031.3686754158,         2.4012232170,        -0.0000000625,       -55.3797853354
  268.50,      2497.5429482858,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009752363,      7025.8350909512,         2.4016998978,        -0.0000000625,       -55.3358438210
  268.60,      2497.3027306135,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009752301,      7020.3058971210,         2.4021766872,        -0.0000000625,       -55.2919374779
  268.70,      2497.0624652514,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009752238,      7014.7810904109,         2.4026535853,        -0.0000000625,       -55.2480662776
  268.80,      2496.8221521886,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009752176,      7009.2606673095,         2.4031305920,        -0.0000000625,       -55.2042301915
  268.90,      2496.5817914143,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009752113,      7003.7446243082,         2.4036077075,        -0.0000000625,       -55.1604291911
  269.00,      2496.3413829175,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009752051,      6998.2329579013,         2.4040849318,        -0.0000000625,       -55.1166632481
  269.10,      2496.1009266874,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009751988,      6992.7256645858,         2.4045622648,        -0.0000000625,       -55.0729323339
  269.20,      2495.8604227132,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009751926,      6987.2227408618,         2.4050397067,        -0.0000000625,       -55.0292364202
  269.30,      2495.6198709839,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009751863,      6981.7241832320,         2.4055172574,        -0.0000000625,       -54.9855754786
  269.40,      2495.3792714886,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009751801,      6976.2299882021,         2.4059949169,        -0.0000000625,       -54.9419494807
  269.50,      2495.1386242164,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009751738,      6970.7401522805,         2.4064726854,        -0.0000000625,       -54.8983583981
  269.60,      2494.8979291566,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009751676,      6965.2546719785,         2.4069505628,        -0.0000000625,       -54.8548022026
  269.70,      2494.6571862981,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009751613,      6959.7735438102,         2.4074285491,        -0.0000000625,       -54.8112808658
  269.80,      2494.4163956301,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009751551,      6954.2967642926,         2.4079066444,        -0.0000000625,       -54.7677943595
  269.90,      2494.1755571416,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009751488,      6948.8243299455,         2.4083848487,        -0.0000000625,       -54.7243426555
  270.00,      2493.9346708218,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009751426,      6943.3562372915,         2.4088631621,        -0.0000000625,       -54.6809257255
  270.10,      2493.6937366598,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009751363,      6937.8924828560,         2.4093415845,        -0.0000000625,       -54.6375435413
  270.20,      2493.4527546446,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009751301,      6932.4330631671,         2.4098201160,        -0.0000000625,       -54.5941960747
  270.30,      2493.2117247653,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009751238,      6926.9779747561,         2.4102987567,        -0.0000000625,       -54.5508832977
  270.40,      2492.9706470111,         0.0000000000,      6400.0000000000,         0.0000000000,      6400.0000000000,         0.0000000000,         0.0000000000,         0.0009751176,      6921.5272141567,         2.4107775065,        -0.0000000625,       -54.5076051820
